"name","rank","industry","headquarters_state","year","headquarters_city","revenue_percent_change","profits_percent_change","total_shareholder_equity","profit_percent_sales","profit_percent_assets","profit_percent_shareholder_equity","stockholders_equity","profit_as_a_percent_of_sales","profit_as_a_percent_of_assets","profit_as_a_percent_of_shareholder_equity","gained_in_rank","dropped_in_rank","newcomer","profitable","founder_is_ceo","foreign_born_ceo","female_ceo","growth_in_jobs","sector","employees","newcomer_to_the_fortune_500","global_500","best_companies","worlds_most_admired_companies","change_the_world","fastest_growing_companies","change_in_rank_full_1000","change_in_rank_500_only","measure_up","measure_up_rank","profit_mil","asset_mil","revenue_mil","market_value_mil"
"Vail Resorts",981,"Hotels, Casinos, Resorts","CO",2023,"Broomfield",32.3,172.1,,,,,,,,,,,,"yes","no",,"yes","no","Hotels, Restaurants & Leisure",26200,"no","no","no",,,,,,,,348,6318,2526,9424
"Cooper-Standard Holdings",982,"Motor Vehicles & Parts","MI",2023,"Northville",8.4,,,,,,,,,,,,,"no","no",,"no","yes","Motor Vehicles & Parts",21500,"no","no","no",,,,-30,,,,215,1964,2525,244
"DocuSign",983,"Computer Software","CA",2023,"San Francisco",19.4,,,,,,,,,,,,,"no","no",,"no","no","Technology",7336,"no","no","no",,,,17,,,,98,3013,2516,11771
"Littelfuse",984,"Electronics, Electrical Equipment","IL",2023,"Chicago",20.9,31.5,,,,,,,,,,,,"yes","no",,"no","yes","Industrials",18000,"no","no","no",,,,,,,,373,3904,2514,6648
"ModivCare",985,"Health Care: Pharmacy and Other Services","CO",2023,"Denver",25.4,,,,,,,,,,,,,"no","no",,"no","no","Health Care",20000,"no","no","no",,,,,,,,32,1944,2512,1190
"Wabash National",986,"Motor Vehicles & Parts","IN",2023,"Lafayette",38.8,9544.2,,,,,,,,,,,,"yes","no",,"no","yes","Motor Vehicles & Parts",6900,"no","no","no",,,,,,,,112,1204,2502,1175
"Park Hotels & Resorts",987,"Real Estate","VA",2023,"Tysons",83.6,,,,,,,,,,,,,"yes","no",,"no","yes","Financials",91,"no","no","no",,,,,,,,162,9731,2501,2743
"TTM Technologies",988,"Electronics, Electrical Equipment","CA",2023,"Santa Ana",11,73.8,,,,,,,,,,,,"yes","no",,"no","yes","Technology",17800,"no","no","no",,,,-18,,,,95,3324,2495,1384
"Synovus Financial",989,"Commercial Banks","GA",2023,"Columbus",18.1,-0.3,,,,,,,,,,,,"yes","no",,"no","yes","Financials",5027,"no","no","no",,,,,,,,758,59731,2485,4503
"Clear Channel Outdoor Holdings",990,"Advertising, Marketing","TX",2023,"San Antonio",10.7,,,,,,,,,,,,,"no","no",,"no","yes","Business Services",4700,"no","no","no",,,,-17,,,,97,5086,2481,573
"Excelerate Energy",991,"Pipelines","TX",2023,"The Woodlands",178.3,-67.6,,,,,,,,,,,,"yes","no",,"no","no","Energy",890,"no","no","no",,,,,,,,13,2867,2473,2397
"Mr. Cooper Group",992,"Diversified Financials","TX",2023,"Coppell",-26.3,-36.5,,,,,,,,,,,,"yes","no",,"no","no","Financials",6600,"no","no","no",,,,-215,,,,923,12776,2464,2873
"Cinemark Holdings",993,"Entertainment","TX",2023,"Plano",62.5,,,,,,,,,,,,,"no","no",,"no","yes","Media",17220,"no","no","no",,,,,,,,271,4818,2455,1781
"E.W. Scripps",994,"Entertainment","OH",2023,"Cincinnati",7.4,59.6,,,,,,,,,,,,"yes","no",,"no","yes","Media",5700,"no","no","no",,,,-32,,,,196,6431,2453,793
"Knights of Columbus",995,"Insurance: Life, Health (Mutual)","CT",2023,"New Haven",-0.6,14.8,,,,,,,,,,,,"yes","no",,"no","no","Financials",749,"no","no","no",,,,-70,,,,150,29361,2453,
"TTEC Holdings",996,"Information Technology Services","CO",2023,"Englewood",7.5,-26.8,,,,,,,,,,,,"yes","yes",,"no","yes","Technology",69400,"no","no","no",,,,-33,,,,103,2154,2444,1758
"ProFrac Holding",997,"Oil and Gas Equipment, Services","TX",2023,"Willow Park",215.7,,,,,,,,,,,,,"yes","no",,"no","yes","Energy",3664,"no","no","no",,,,,,,,92,2934,2426,2013
"Summit Materials",998,"Building Materials, Glass","CO",2023,"Denver",0.1,78.8,,,,,,,,,,,,"yes","no",,"yes","no","Materials",4800,"no","no","no",,,,-61,,,,272,4256,2413,3374
"Teladoc Health",999,"Health Care: Pharmacy and Other Services","NY",2023,"Purchase",18.4,,,,,,,,,,,,,"no","no",,"no","yes","Health Care",5208,"no","no","no",,,,,,,,13660,4345,2407,4212
"Alliance Resource Partners",1000,"Mining, Crude-Oil Production","OK",2023,"Tulsa",53.3,224,,,,,,,,,,,,"yes","no",,"no","yes","Energy",3371,"no","no","no",,,,,,,,577,2662,2407,2566
"Wal-Mart Stores",1,"General Merchandisers","AR",2014,,15,-57,76255,,,,21,34,78,21,,,,,,,,,,,,,,,,,,,,,16022,204751,476294,246805
"Exxon Mobil",2,"Petroleum Refining","TX",2014,,-94,-274,174003,,,,187,8,94,18.7,,,,,,,,,,,,,,,,,,,,,32580,346808,407666,422098
"Chevron",3,"Petroleum Refining","CA",2014,,-58,-182,149113,,,,144,97,84,14.4,,,,,,,,,,,,,,,,,,,,,21423,253753,220356,227014
"Berkshire Hathaway",4,"Insurance: Property and Casualty (Stock)","NE",2014,,121,314,221890,,,,88,107,4,8.8,,,,,,,,,,,,,,,,,,,,,19476,484931,182150,308003
"Apple",5,"Computers, Office Equipment","CA",2014,,92,-113,123549,,,,30,217,179,30,,,,,,,,,,,,,,,,,,,,,37037,207000,170910,479069
"Phillips 66",6,"Petroleum Refining","TX",2014,,-49,-97,21950,,,,17,23,75,17,,,,,,,,,,,,,,,,,,,,,3726,49798,161175,45282
"General Motors",7,"Motor Vehicles & Parts","MI",2014,,21,-136,42607,,,,125,34,32,12.5,,,,,,,,,,,,,,,,,,,,,5346,166344,155427,54720
"Ford Motor",8,"Motor Vehicles & Parts","MI",2014,,94,263,26383,,,,271,49,35,27.1,,,,,,,,,,,,,,,,,,,,,7155,202026,146917,61523
"General Electric",9,"Diversified Financials","CT",2014,,-4,-43,130566,,,,10,89,2,10,,,,,,,,,,,,,,,,,,,,,13057,656560,146231,259547
"Valero Energy",10,"Petroleum Refining","TX",2014,,-4,306,19460,,,,14,2,58,14,,,,,,,,,,,,,,,,,,,,,2720,47260,137758,28276
"AT&T",11,"Telecommunications","TX",2014,,1,1512,90988,,,,201,142,66,20.1,,,,,,,,,,,,,,,,,,,,,18249,277787,128752,182604
"CVS Caremark",12,"Food & Drug Stores","RI",2014,,29,184,37938,,,,121,36,64,12.1,,,,,,,,,,,,,,,,,,,,,4592,71526,126761,88516
"Fannie Mae",13,"Diversified Financials","DC",2014,,-12,3876,9541,,,,880,668,26,880,,,,,,,,,,,,,,,,,,,,,83963,3270108,125696,4516
"UnitedHealth Group",14,"Health Care: Insurance and Managed Care","MN",2014,,107,18,32149,,,,175,46,69,17.5,,,,,,,,,,,,,,,,,,,,,5625,81882,122489,81103
"McKesson",15,"Wholesalers: Health Care","CA",2014,,-2,-46,7070,,,,189,11,38,18.9,,,,,,,,,,,,,,,,,,,,,1338,34786,122455,40633
"Verizon Communications",16,"Telecommunications","NY",2014,,41,1213,38836,,,,296,95,42,29.6,,,,,,,,,,,,,,,,,,,,,11497,274098,120550,196994
"Hewlett-Packard",17,"Computers, Office Equipment","CA",2014,,-67,,27269,,,,188,46,48,18.8,,,,,,,,,,,,,,,,,,,,,5113,105676,112298,61326
"J.P. Morgan Chase & Co.",18,"Commercial Banks","NY",2014,,-18,-158,211178,,,,85,169,7,8.5,,,,,,,,,,,,,,,,,,,,,17923,2415689,106283,229792
"Costco Wholesale",19,"Specialty Retailers: Other","WA",2014,,61,193,10833,,,,188,19,67,18.8,,,,,,,,,,,,,,,,,,,,,2039,30283,105156,49125
"Express Scripts Holding",20,"Health Care: Pharmacy and Other Services","MO",2014,,108,405,21837,,,,84,18,34,8.4,,,,,,,,,,,,,,,,,,,,,1845,53548,104620,58272
"Bank of America",21,"Commercial Banks","NC",2014,,16,1729,232685,,,,49,112,5,4.9,,,,,,,,,,,,,,,,,,,,,11431,2102273,101697,181086
"Cardinal Health",22,"Wholesalers: Health Care","OH",2014,,-6,-688,5975,,,,56,3,13,5.6,,,,,,,,,,,,,,,,,,,,,334,25819,101093,23995
"International Business Machines",23,"Information Technology Services","NY",2014,,-46,-7,22792,,,,723,165,131,72.3,,,,,,,,,,,,,,,,,,,,,16483,126223,99751,200447
"Kroger",24,"Food & Drug Stores","OH",2014,,17,15,5384,,,,282,15,52,28.2,,,,,,,,,,,,,,,,,,,,,1519,29281,98375,22294
"Marathon Petroleum",25,"Petroleum Refining","OH",2014,,224,-377,10920,,,,193,22,74,19.3,,,,,,,,,,,,,,,,,,,,,2112,28385,93991,25490
"Citigroup",26,"Commercial Banks","NY",2014,,32,813,204339,,,,67,146,7,6.7,,,,,,,,,,,,,,,,,,,,,13673,1880382,93629,144627
"Archer Daniels Midland",27,"Food Production","IL",2014,,9,97,20156,,,,67,15,31,6.7,,,,,,,,,,,,,,,,,,,,,1342,43752,89804,28453
"AmerisourceBergen",28,"Wholesalers: Health Care","PA",2014,,118,-397,2320,,,,187,5,23,18.7,,,,,,,,,,,,,,,,,,,,,434,18919,89140,15033
"Wells Fargo",29,"Commercial Banks","CA",2014,,-35,158,170142,,,,129,248,14,12.9,,,,,,,,,,,,,,,,,,,,,21878,1527015,88069,261217
"Boeing",30,"Aerospace & Defense","IL",2014,,6,176,14875,,,,308,53,49,30.8,,,,,,,,,,,,,,,,,,,,,4585,92663,86623,93289
"Procter & Gamble",31,"Household and Personal Products","OH",2014,,-11,52,68064,,,,166,134,81,16.6,,,,,,,,,,,,,,,,,,,,,11312,139263,84167,218539
"Freddie Mac",32,"Diversified Financials","VA",2014,,7,3432,12835,,,,3792,599,25,379.2,,,,,,,,,,,,,,,,,,,,,48668,1966061,81221,2509
"Home Depot",33,"Specialty Retailers: Other","GA",2014,,54,187,12522,,,,43,68,133,43,,,,,,,,,,,,,,,,,,,,,5385,40518,78812,109306
"Microsoft",34,"Computer Software","WA",2014,,56,288,78944,,,,277,281,153,27.7,,,,,,,,,,,,,,,,,,,,,21863,142431,77849,340246
"Amazon.com",35,"Internet Services and Retailing","WA",2014,,219,,9746,,,,28,4,7,2.8,,,,,,,,,,,,,,,,,,,,,274,40159,74452,154480
"Target",36,"General Merchandisers","MN",2014,,-1,-343,16231,,,,121,27,44,12.1,,,,,,,,,,,,,,,,,,,,,1971,44553,72596,38313
"Walgreen Co.",37,"Food & Drug Stores","IL",2014,,8,152,19454,,,,126,34,69,12.6,,,,,,,,,,,,,,,,,,,,,2450,35481,72217,62739
"WellPoint",38,"Health Care: Insurance and Managed Care","IN",2014,,158,-62,24765,,,,101,35,42,10.1,,,,,,,,,,,,,,,,,,,,,2490,59575,71458,28118
"Johnson & Johnson",39,"Pharmaceuticals","NJ",2014,,61,274,74053,,,,187,194,104,18.7,,,,,,,,,,,,,,,,,,,,,13831,132683,71312,277883
"American International Group",40,"Insurance: Property and Casualty (Stock)","NY",2014,,-21,1643,100470,,,,9,132,17,9,,,,,,,,,,,,,,,,,,,,,9085,541329,68678,73218
"State Farm Insurance Cos.",41,"Insurance: Property and Casualty (Mutual)","IL",2014,,46,643,75900,,,,68,76,23,6.8,,,,,,,,,,,,,,,,,,,,,5189,224694,68291,
"MetLife",42,"Insurance: Life, Health (Stock)","NY",2014,,,1544,61553,,,,55,49,4,5.5,,,,,,,,,,,,,,,,,,,,,3368,885296,68202,59322
"PepsiCo",43,"Food Consumer Products","NY",2014,,14,91,24279,,,,278,101,87,27.8,,,,,,,,,,,,,,,,,,,,,6740,77478,66415,128267
"Comcast",44,"Telecommunications","PA",2014,,33,99,50694,,,,134,105,43,13.4,,,,,,,,,,,,,,,,,,,,,6816,158813,64657,130431
"United Technologies",45,"Aerospace & Defense","CT",2014,,53,115,31866,,,,18,91,63,18,,,,,,,,,,,,,,,,,,,,,5721,90594,62935,106936
"Google",46,"Internet Services and Retailing","CA",2014,,161,203,87309,,,,148,213,116,14.8,,,,,,,,,,,,,,,,,,,,,12920,110920,60629,375416
"ConocoPhillips",47,"Mining, Crude-Oil Production","TX",2014,,-62,86,52090,,,,176,154,78,17.6,,,,,,,,,,,,,,,,,,,,,9156,118057,59433,86256
"Dow Chemical",48,"Chemicals","MI",2014,,5,305,26898,,,,178,84,69,17.8,,,,,,,,,,,,,,,,,,,,,4787,69501,57080,59077
"Caterpillar",49,"Construction and Farm Machinery","IL",2014,,-155,-333,20811,,,,182,68,45,18.2,,,,,,,,,,,,,,,,,,,,,3789,84896,55656,63380
"United Parcel Service",50,"Mail, Package, and Freight Delivery","GA",2014,,24,4418,6474,,,,675,79,121,67.5,,,,,,,,,,,,,,,,,,,,,4372,36212,55438,89525
"Pfizer",51,"Pharmaceuticals","NY",2014,,-122,51,76307,,,,288,409,128,28.8,,,,,,,,,,,,,,,,,,,,,22003,172101,53785,205360
"Lowe's Companies",52,"Specialty Retailers: Other","NC",2014,,57,167,11853,,,,193,43,7,19.3,,,,,,,,,,,,,,,,,,,,,2286,32732,53417,49818
"Intel Corporation",53,"Semiconductors and Other Electronic Components","CA",2014,,-12,-126,58256,,,,165,183,104,16.5,,,,,,,,,,,,,,,,,,,,,9620,92358,52708,128347
"Energy Transfer Equity, L.P.",54,"Pipelines","TX",2014,,182,-351,1078,,,,182,4,4,18.2,,,,,,,,,,,,,,,,,,,,,196,50330,48750,26097
"Cisco Systems, Inc.",55,"Network and Other Communications Equipment","CA",2014,,55,242,59120,,,,169,205,99,16.9,,,,,,,,,,,,,,,,,,,,,9983,101191,48607,115466
"Enterprise Products Partners L.P.",56,"Pipelines","TX",2014,,121,73,15215,,,,171,54,65,17.1,,,,,,,,,,,,,,,,,,,,,2597,40139,47727,64898
"Aetna Inc.",57,"Health Care: Insurance and Managed Care","CT",2014,,292,154,14026,,,,136,4,38,13.6,,,,,,,,,,,,,,,,,,,,,1914,49872,47295,27191
"The Coca-Cola Company",58,"Beverages","GA",2014,,-24,-48,33173,,,,259,183,95,25.9,,,,,,,,,,,,,,,,,,,,,8584,90055,46854,170331
"Lockheed Martin Corporation",59,"Aerospace & Defense","MD",2014,,-39,86,4918,,,,606,66,82,60.6,,,,,,,,,,,,,,,,,,,,,2981,36188,45358,52470
"Best Buy Co., Inc.",60,"Specialty Retailers: Other","MN",2014,,3,,3986,,,,133,12,38,13.3,,,,,,,,,,,,,,,,,,,,,532,14013,45225,9165
"The Walt Disney Company",61,"Entertainment","CA",2014,,65,8,45429,,,,135,136,76,13.5,,,,,,,,,,,,,,,,,,,,,6136,81241,45041,140287
"CHS Inc.",62,"Wholesalers: Food and Grocery","MN",2014,,96,-213,5131,,,,193,22,73,19.3,,,,,,,,,,,,,,,,,,,,,992,13504,44480,
"Sysco Corporation",63,"Wholesalers: Food and Grocery","TX",2014,,48,-115,5192,,,,191,22,78,19.1,,,,,,,,,,,,,,,,,,,,,992,12664,44411,21134
"FedEx Corporation",64,"Mail, Package, and Freight Delivery","TN",2014,,38,-232,17398,,,,9,35,47,9,,,,,,,,,,,,,,,,,,,,,1561,33567,44287,39173
"Merck & Co., Inc.",65,"Pharmaceuticals","NJ",2014,,-68,-286,49765,,,,88,10,42,8.8,,,,,,,,,,,,,,,,,,,,,4404,105645,44033,166939
"INTL FCStone Inc.",66,"Diversified Financials","NY",2014,,-356,508,335,,,,58,,7,5.8,,,,,,,,,,,,,,,,,,,,,19,2848,43768,3587
"Safeway Inc.",67,"Food & Drug Stores","CA",2014,,-28,488,5820,,,,603,82,204,60.3,,,,,,,,,,,,,,,,,,,,,3508,17220,42982,8507
"Johnson Controls, Inc.",68,"Motor Vehicles & Parts","WI",2014,,18,-39,12314,,,,96,28,37,9.6,,,,,,,,,,,,,,,,,,,,,1178,31518,42730,31421
"Ingram Micro Inc.",69,"Wholesalers: Electronics and Office Equipment","CA",2014,,125,15,3950,,,,79,7,26,7.9,,,,,,,,,,,,,,,,,,,,,311,11791,42554,4568
"Plains GP Holdings, L.P.",70,"Pipelines","TX",2014,,118,400,1035,,,,14,,1,1.4,,,,,,,,,,,,,,,,,,,,,15,21453,42249,3800
"World Fuel Services Corporation",71,"Wholesalers: Diversified","FL",2014,,67,73,1674,,,,121,5,43,12.1,,,,,,,,,,,,,,,,,,,,,203,4739,41562,3170
"Prudential Financial, Inc.",72,"Insurance: Life, Health (Stock)","NJ",2014,,-511,-2422,35278,,,,-19,-16,-1,-1.9,,,,,,,,,,,,,,,,,,,,,-667,731781,41471,39190
"Humana Inc.",73,"Health Care: Insurance and Managed Care","KY",2014,,56,7,9316,,,,132,3,59,13.2,,,,,,,,,,,,,,,,,,,,,1231,20735,41313,17362
"The Goldman Sachs Group, Inc.",74,"Commercial Banks","NY",2014,,-19,76,78467,,,,102,197,9,10.2,,,,,,,,,,,,,,,,,,,,,8040,911507,40874,73646
"Tesoro Corporation",75,"Petroleum Refining","TX",2014,,207,-445,4302,,,,96,11,31,9.6,,,,,,,,,,,,,,,,,,,,,412,13389,39193,6667
"Liberty Mutual Holding Company Inc.",76,"Insurance: Property and Casualty (Stock)","MA",2014,,59,1103,18968,,,,92,45,14,9.2,,,,,,,,,,,,,,,,,,,,,1743,121282,39133,
"Honeywell International Inc.",77,"Electronics, Electrical Equipment","NJ",2014,,37,341,17467,,,,225,10,86,22.5,,,,,,,,,,,,,,,,,,,,,3924,45435,39055,72537
"United Continental Holdings, Inc.",78,"Airlines","IL",2014,,3,,2984,,,,191,15,16,19.1,,,,,,,,,,,,,,,,,,,,,571,36812,38279,16582
"HCA Holdings, Inc.",79,"Health Care: Medical Facilities","TN",2014,,34,-31,-8270,,,,,41,54,0,,,,,,,,,,,,,,,,,,,,,1556,28831,38040,23297
"Deere & Company",80,"Construction and Farm Machinery","IL",2014,,45,154,10266,,,,345,94,59,34.5,,,,,,,,,,,,,,,,,,,,,3537,59521,37795,33568
"Delta Air Lines, Inc.",81,"Airlines","GA",2014,,3,9446,11643,,,,905,279,202,90.5,,,,,,,,,,,,,,,,,,,,,10540,52252,37773,29431
"Oracle Corporation",82,"Computer Software","CA",2014,,2,95,44648,,,,245,294,134,24.5,,,,,,,,,,,,,,,,,,,,,10925,81812,37180,182413
"Morgan Stanley",83,"Commercial Banks","NY",2014,,139,4211,65921,,,,44,8,4,4.4,,,,,,,,,,,,,,,,,,,,,2932,832702,36848,61581
"Hess Corporation",84,"Petroleum Refining","NY",2014,,-44,1495,24720,,,,204,138,118,20.4,,,,,,,,,,,,,,,,,,,,,5052,42754,36694,26962
"Twenty-First Century Fox, Inc.",85,"Entertainment","NY",2014,,85,502,16998,,,,418,194,139,41.8,,,,,,,,,,,,,,,,,,,,,7097,50944,36566,72148
"E.I. du Pont de Nemours and Company",86,"Chemicals","DE",2014,,-77,739,16229,,,,299,133,94,29.9,,,,,,,,,,,,,,,,,,,,,4848,51499,36475,61482
"Sears Holdings Corporation",87,"General Merchandisers","IL",2014,,-92,,1739,,,,-785,-38,-75,-78.5,,,,,,,,,,,,,,,,,,,,,-1365,18261,36188,5083
"New York Life Insurance Company",88,"Insurance: Life, Health (Mutual)","NY",2014,,5,-5,17854,,,,74,37,6,7.4,,,,,,,,,,,,,,,,,,,,,1326,236749,36026,
"Mondelez International, Inc.",89,"Food Consumer Products","IL",2014,,8,276,32373,,,,121,111,54,12.1,,,,,,,,,,,,,,,,,,,,,3915,72557,35299,58768
"American Express Company",90,"Commercial Banks","NY",2014,,33,196,19496,,,,275,153,35,27.5,,,,,,,,,,,,,,,,,,,,,5359,153375,34932,95663
"Nationwide Mutual Insurance Co.",91,"Insurance: Property and Casualty (Mutual)","OH",2014,,55,65,14408,,,,55,23,5,5.5,,,,,,,,,,,,,,,,,,,,,797,171234,34542,
"The Allstate Corporation",92,"Insurance: Property and Casualty (Stock)","IL",2014,,36,-11,21480,,,,106,66,18,10.6,,,,,,,,,,,,,,,,,,,,,2280,123520,34507,25296
"Tyson Foods, Inc.",93,"Food Production","AR",2014,,36,334,6201,,,,125,23,64,12.5,,,,,,,,,,,,,,,,,,,,,778,12177,34482,14976
"Supervalu Inc.",94,"Food & Drug Stores","MN",2014,,-49,,-1415,,,,,-43,-133,0,,,,,,,,,,,,,,,,,,,,,-1466,11034,34327,1776
"TIAA-CREF",95,"Insurance: Life, Health (Mutual)","NY",2014,,52,-164,30779,,,,56,51,3,5.6,,,,,,,,,,,,,,,,,,,,,1722,498728,33817,
"Massachusetts Mutual Life Insurance Company",96,"Insurance: Life, Health (Mutual)","MA",2014,,15,-826,12524,,,,15,6,1,1.5,,,,,,,,,,,,,,,,,,,,,193,241178,33350,
"CIGNA Corporation",97,"Health Care: Insurance and Managed Care","CT",2014,,112,-91,10567,,,,14,46,27,14,,,,,,,,,,,,,,,,,,,,,1476,54336,32380,22727
"DIRECTV",98,"Telecommunications","CA",2014,,68,-31,-6544,,,,,9,131,0,,,,,,,,,,,,,,,,,,,,,2859,21905,31754,38933
"General Dynamics Corporation",99,"Aerospace & Defense","VA",2014,,-9,,14501,,,,163,76,66,16.3,,,,,,,,,,,,,,,,,,,,,2357,35448,31218,37478
"Philip Morris International Inc.",100,"Tobacco","NY",2014,,-5,-25,-7766,,,,,275,225,0,,,,,,,,,,,,,,,,,,,,,8576,38168,31217,129779
"3M Company",101,"zMiscellaneous","MN",2014,,32,48,17502,,,,266,151,139,26.6,,,,,,,,,,,,,,,,,,,,,4659,33550,30871,89900
"Time Warner Inc.",102,"Entertainment","NY",2014,,37,223,29904,,,,123,124,54,12.3,,,,,,,,,,,,,,,,,,,,,3691,67994,29795,58317
"Halliburton Company",103,"Oil and Gas Equipment, Services","TX",2014,,32,-194,13581,,,,156,72,73,15.6,,,,,,,,,,,,,,,,,,,,,2125,29223,29402,50107
"Publix Super Markets, Inc.",104,"Food & Drug Stores","FL",2014,,52,66,10217,,,,162,57,122,16.2,,,,,,,,,,,,,,,,,,,,,1654,13547,29148,
"International Paper Company",105,"Forest and Paper Products","TN",2014,,45,757,8105,,,,172,48,44,17.2,,,,,,,,,,,,,,,,,,,,,1395,31528,29080,20132
"McDonald's Corporation",106,"Food Services","IL",2014,,2,22,16010,,,,349,199,153,34.9,,,,,,,,,,,,,,,,,,,,,5586,36626,28106,97038
"Macy's, Inc.",107,"General Merchandisers","OH",2014,,9,113,6249,,,,238,53,69,23.8,,,,,,,,,,,,,,,,,,,,,1486,21634,27931,21879
"The TJX Companies, Inc.",108,"Specialty Retailers: Apparel","MA",2014,,6,121,4230,,,,505,78,21,50.5,,,,,,,,,,,,,,,,,,,,,2137,10201,27423,42678
"Fluor Corporation",109,"Engineering & Construction","TX",2014,,-8,463,3757,,,,178,24,8,17.8,,,,,,,,,,,,,,,,,,,,,668,8324,27352,12463
"Northwestern Mutual Life Insurance Company,Inc.",110,"Insurance: Life, Health (Mutual)","WI",2014,,39,24,17199,,,,47,3,4,4.7,,,,,,,,,,,,,,,,,,,,,802,217106,26978,
"Tech Data Corporation",111,"Wholesalers: Electronics and Office Equipment","FL",2014,,58,21,2099,,,,86,7,25,8.6,,,,,,,,,,,,,,,,,,,,,180,7170,26822,2327
"American Airlines Group Inc.",112,"Airlines","TX",2014,,76,,-2731,,,,,-69,-43,0,,,,,,,,,,,,,,,,,,,,,-1834,42278,26743,17257
"The Hartford Financial Services Group, Inc.",113,"Insurance: Property and Casualty (Stock)","CT",2014,,-3,,18905,,,,9,7,1,0.9,,,,,,,,,,,,,,,,,,,,,176,277884,26341,15742
"The Travelers Companies, Inc.",114,"Insurance: Property and Casualty (Stock)","NY",2014,,18,485,24796,,,,148,14,35,14.8,,,,,,,,,,,,,,,,,,,,,3673,103812,26191,29983
"Nike, Inc.",115,"Apparel","OR",2014,,71,118,11156,,,,223,96,141,22.3,,,,,,,,,,,,,,,,,,,,,2485,17584,25836,65401
"Occidental Petroleum Corporation",116,"Mining, Crude-Oil Production","CA",2014,,61,284,43126,,,,137,229,85,13.7,,,,,,,,,,,,,,,,,,,,,5903,69443,25736,75731
"Avnet, Inc.",117,"Wholesalers: Electronics and Office Equipment","AZ",2014,,-1,-206,4289,,,,105,18,43,10.5,,,,,,,,,,,,,,,,,,,,,450,10475,25459,6436
"Rite Aid Corporation",118,"Food & Drug Stores","PA",2014,,-28,,-2459,,,,,5,17,0,,,,,,,,,,,,,,,,,,,,,118,7079,25392,6060
"Exelon Corporation",119,"Utilities: Gas and Electric","IL",2014,,6,482,22732,,,,76,69,22,7.6,,,,,,,,,,,,,,,,,,,,,1719,79924,24888,28775
"Qualcomm Incorporated",120,"Network and Other Communications Equipment","CA",2014,,30,122,36088,,,,19,276,151,19,,,,,,,,,,,,,,,,,,,,,6853,45516,24866,133358
"Emerson Electric Co.",121,"Electronics, Electrical Equipment","MO",2014,,7,18,10585,,,,189,81,81,18.9,,,,,,,,,,,,,,,,,,,,,2004,24711,24669,46959
"Northrop Grumman Corporation",122,"Aerospace & Defense","VA",2014,,-22,-13,10620,,,,184,79,74,18.4,,,,,,,,,,,,,,,,,,,,,1952,26381,24661,26741
"Duke Energy Corporation",123,"Utilities: Gas and Electric","NC",2014,,253,507,41330,,,,64,108,23,6.4,,,,,,,,,,,,,,,,,,,,,2665,114779,24598,50313
"Capital One Financial Corporation",124,"Commercial Banks","VA",2014,,17,183,41744,,,,10,172,14,10,,,,,,,,,,,,,,,,,,,,,4159,297048,24176,44198
"Aflac Incorporated",125,"Insurance: Life, Health (Stock)","GA",2014,,-56,102,14620,,,,216,132,26,21.6,,,,,,,,,,,,,,,,,,,,,3158,121307,23939,28734
"Raytheon Company",126,"Aerospace & Defense","MA",2014,,-29,57,11035,,,,181,84,77,18.1,,,,,,,,,,,,,,,,,,,,,1996,25967,23706,31070
"Staples, Inc.",127,"Specialty Retailers: Other","MA",2014,,-55,,6132,,,,101,27,55,10.1,,,,,,,,,,,,,,,,,,,,,620,11175,23314,7379
"EMC Corporation",128,"Computer Peripherals","MA",2014,,69,57,22301,,,,13,124,63,13,,,,,,,,,,,,,,,,,,,,,2889,45849,23222,55522
"Eli Lilly and Company",129,"Pharmaceuticals","IN",2014,,23,146,17631,,,,266,203,133,26.6,,,,,,,,,,,,,,,,,,,,,4685,35249,23113,65906
"Alcoa Inc.",130,"Metals","NY",2014,,-28,-1296,10593,,,,-216,-99,-64,-21.6,,,,,,,,,,,,,,,,,,,,,-2285,35742,23032,13869
"National Oilwell Varco, Inc.",131,"Oil and Gas Equipment, Services","TX",2014,,141,-66,22230,,,,105,102,67,10.5,,,,,,,,,,,,,,,,,,,,,2327,34812,22869,33369
"Baker Hughes Incorporated",132,"Oil and Gas Equipment, Services","TX",2014,,47,-164,17713,,,,62,49,39,6.2,,,,,,,,,,,,,,,,,,,,,1096,27934,22364,28360
